Timestamp_s,Voltage_V,Raw_ADC,Rolling_Variance
0.000021,1.106452,343,0.00000000
0.001021,1.154839,358,0.00058533
0.002021,1.141935,354,0.00041855
0.003021,1.161290,360,0.00044940
0.004021,1.116129,346,0.00045952
0.005021,1.161290,360,0.00047086
0.006021,1.103226,342,0.00057211
0.007021,1.087097,337,0.00075182
0.008021,1.090323,338,0.00081628
0.009021,1.112903,345,0.00074724
0.010021,1.151613,357,0.00074440
0.011021,1.138710,353,0.00069452
0.012021,1.109677,344,0.00066277
0.013021,1.132258,351,0.00061819
0.014021,1.125806,349,0.00057699
0.015021,1.112903,345,0.00055135
0.016021,1.070968,332,0.00068297
0.017021,1.087097,337,0.00070968
0.018021,1.093548,339,0.00070788
0.019021,1.112903,345,0.00067417
0.020021,1.135484,352,0.00065507
0.021021,1.112903,345,0.00062710
0.022021,1.109677,344,0.00060350
0.023021,1.129032,350,0.00058265
0.024021,1.122581,348,0.00055982
0.025021,1.067742,331,0.00063631
0.026021,1.077419,334,0.00066931
0.027021,1.090323,338,0.00066771
0.028021,1.106452,343,0.00064704
0.029021,1.122581,348,0.00062754
0.030021,1.129032,350,0.00061359
0.031021,1.119355,347,0.00059491
0.032021,1.106452,343,0.00057925
0.033021,1.125806,349,0.00056545
0.034021,1.064516,330,0.00062134
0.035021,1.067742,331,0.00066189
0.036021,1.074194,333,0.00068304
0.037021,1.109677,344,0.00066517
0.038021,1.112903,345,0.00064816
0.039021,1.129032,350,0.00063931
0.040021,1.100000,341,0.00062720
0.041021,1.119355,347,0.00061359
0.042021,1.083871,336,0.00061727
0.043021,1.158065,359,0.00065176
0.044021,1.058065,328,0.00070140
0.045021,1.080645,335,0.00070598
0.046021,1.103226,342,0.00069207
0.047021,1.100000,341,0.00067984
0.048021,1.119355,347,0.00066766
0.049021,1.116129,346,0.00065497
0.050092,1.051613,326,0.00070868
0.051092,1.041935,323,0.00078063
0.052092,1.067742,331,0.00079591
0.053092,1.103226,342,0.00078146
0.054092,1.096774,340,0.00076918
0.055092,1.083871,336,0.00076482
0.056092,1.109677,344,0.00075156
0.057092,1.109677,344,0.00073876
0.058092,1.045161,324,0.00078929
0.059092,1.106452,343,0.00077614
0.060092,1.109677,344,0.00076368
0.061092,1.074194,333,0.00076713
0.062092,1.100000,341,0.00075538
0.063092,1.138710,353,0.00076093
0.064092,1.100000,341,0.00074970
0.065092,1.106452,343,0.00073836
0.066092,1.116129,346,0.00072897
0.067092,1.090323,338,0.00072169
0.068092,1.058065,328,0.00074338
0.069092,1.077419,334,0.00074332
0.070092,1.090323,338,0.00073562
0.071092,1.116129,346,0.00072734
0.072092,1.122581,348,0.00072185
0.073092,1.109677,344,0.00071243
0.074092,1.103226,342,0.00070296
0.075092,1.112903,345,0.00069459
0.076092,1.103226,342,0.00068560
0.077092,1.067742,331,0.00069417
0.078092,1.070968,332,0.00069927
0.079092,1.100000,341,0.00069071
0.080092,1.112903,345,0.00068319
0.081092,1.125806,349,0.00068061
0.082092,1.135484,352,0.00068406
0.083092,1.109677,344,0.00067622
0.084092,1.116129,346,0.00066980
0.085092,1.116129,346,0.00066349
0.086092,1.080645,335,0.00066255
0.087092,1.070968,332,0.00066776
0.088092,1.093548,339,0.00066153
0.089092,1.116129,346,0.00065576
0.090092,1.125806,349,0.00065360
0.091092,1.135484,352,0.00065681
0.092092,1.116129,346,0.00065110
0.093092,1.112903,345,0.00064484
0.094092,1.119355,347,0.00064019
0.095092,1.132258,351,0.00064107
0.096092,1.061290,329,0.00065438
0.097092,1.070968,332,0.00065942
0.098092,1.100000,341,0.00065297
0.099092,1.122581,348,0.00064963
0.100163,1.119355,347,0.00064528
0.101163,1.145161,355,0.00065465
0.102163,1.083871,336,0.00065273
0.103163,1.106452,343,0.00064647
0.104163,1.119355,347,0.00064221
0.105163,1.129032,350,0.00064142
0.106163,1.193548,370,0.00070719
0.107163,1.158065,359,0.00072520
0.108163,1.096774,340,0.00071946
0.109163,1.116129,346,0.00071372
0.110163,1.132258,351,0.00071307
0.111163,1.051613,326,0.00073388
0.112163,1.074194,333,0.00073656
0.113163,1.090323,338,0.00073231
0.114163,1.116129,346,0.00072681
0.115163,1.135484,352,0.00072787
0.116163,1.122581,348,0.00072385
0.117163,1.122581,348,0.00071987
0.118163,1.122581,348,0.00071591
0.119163,1.122581,348,0.00071199
0.120163,1.067742,331,0.00071873
0.121163,1.064516,330,0.00072728
0.122163,1.090323,338,0.00072343
0.123163,1.100000,341,0.00071790
0.124163,1.129032,350,0.00071632
0.125163,1.135484,352,0.00071733
0.126163,1.106452,343,0.00071168
0.127163,1.112903,345,0.00070644
0.128163,1.103226,342,0.00070105
0.129163,1.158065,359,0.00071589
0.130163,1.058065,328,0.00072854
0.131163,1.087097,337,0.00072589
0.132163,1.096774,340,0.00072113
0.133163,1.109677,344,0.00071583
0.134163,1.122581,348,0.00071245
0.135163,1.106452,343,0.00070721
0.136163,1.096774,340,0.00070274
0.137163,1.109677,344,0.00069772
0.138163,1.116129,346,0.00069336
0.139163,1.064516,330,0.00070094
0.140163,1.067742,331,0.00070641
0.141163,1.070968,332,0.00071000
0.142163,1.103226,342,0.00070508
0.143163,1.116129,346,0.00070093
0.144163,1.109677,344,0.00069620
0.145163,1.103226,342,0.00069148
0.146163,1.109677,344,0.00068688
0.147163,1.122581,348,0.00068412
0.148163,1.061290,329,0.00069281
0.149163,1.077419,334,0.00069346
