Timestamp_s,Voltage_V,Raw_ADC,Rolling_Variance
0.000021,1.064516,330,0.00000000
0.001021,1.129032,350,0.00104058
0.002021,1.061290,329,0.00097352
0.003021,1.058065,328,0.00086563
0.004021,1.061290,329,0.00073840
0.005021,1.067742,331,0.00062233
0.006021,1.077419,334,0.00053516
0.007021,1.090323,338,0.00049672
0.008021,1.045161,324,0.00053674
0.009021,1.045161,324,0.00055161
0.010021,1.058065,328,0.00051324
0.011021,1.064516,330,0.00047195
0.012021,1.041935,323,0.00048593
0.013021,1.067742,331,0.00045133
0.014021,1.032258,320,0.00049458
0.015021,1.077419,334,0.00047375
0.016021,1.041935,323,0.00047564
0.017021,1.051613,326,0.00045696
0.018021,1.058065,328,0.00043416
0.019021,1.083871,336,0.00043351
0.020021,1.058065,328,0.00041439
0.021021,1.051613,326,0.00040179
0.022021,1.051613,326,0.00038976
0.023021,1.045161,324,0.00038559
0.024021,1.064516,330,0.00037045
0.025021,1.119355,347,0.00047813
0.026021,1.093548,339,0.00049126
0.027021,0.996774,309,0.00063511
0.028021,1.012903,314,0.00069606
0.029021,1.025806,318,0.00071293
0.030021,1.029032,319,0.00071966
0.031021,1.070968,332,0.00070158
0.032021,1.061290,329,0.00068044
0.033021,1.032258,320,0.00068136
0.034021,1.032258,320,0.00068106
0.035021,1.048387,325,0.00066453
0.036021,1.048387,325,0.00064876
0.037021,1.054839,327,0.00063184
0.038021,1.051613,326,0.00061643
0.039021,1.016129,315,0.00064188
0.040089,1.054839,327,0.00062626
0.041089,1.074194,333,0.00061902
0.042089,1.100000,341,0.00064771
0.043089,1.048387,325,0.00063481
0.044089,1.045161,324,0.00062389
0.045089,1.064516,330,0.00061153
0.046089,1.064516,330,0.00059965
0.047089,1.077419,334,0.00059540
0.048089,1.090323,338,0.00060449
0.049089,1.016129,315,0.00062741
0.050089,1.019355,316,0.00064315
0.051089,1.025806,318,0.00064890
0.052089,1.029032,319,0.00065033
0.053089,1.054839,327,0.00063830
0.054089,1.074194,333,0.00063281
0.055089,1.051613,326,0.00062185
0.056089,1.041935,323,0.00061432
0.057089,1.051613,326,0.00060401
0.058089,1.058065,328,0.00059387
0.059089,1.116129,346,0.00064390
0.060089,1.051613,326,0.00063376
0.061089,1.045161,324,0.00062561
0.062089,1.025806,318,0.00063030
0.063089,1.038710,322,0.00062500
0.064089,1.035484,321,0.00062154
0.065089,1.067742,331,0.00061442
0.066089,1.061290,329,0.00060574
0.067089,1.080645,335,0.00060591
0.068089,1.029032,319,0.00060750
0.069089,1.038710,322,0.00060284
0.070089,1.045161,324,0.00059578
0.071089,1.045161,324,0.00058889
0.072089,1.041935,323,0.00058315
0.073089,1.067742,331,0.00057748
0.074089,1.038710,322,0.00057329
0.075089,1.029032,319,0.00057440
0.076089,1.038710,322,0.00057013
0.077089,1.038710,322,0.00056590
0.078089,1.051613,326,0.00055881
0.079089,1.054839,327,0.00055183
0.080160,1.058065,328,0.00054521
0.081160,1.064516,330,0.00053987
0.082160,1.083871,336,0.00054381
0.083160,1.045161,324,0.00053838
0.084160,1.058065,328,0.00053220
0.085160,1.064516,330,0.00052715
0.086160,1.106452,343,0.00055158
0.087160,1.054839,327,0.00054532
0.088160,1.083871,336,0.00054829
0.089160,1.045161,324,0.00054339
0.090160,1.061290,329,0.00053779
0.091160,1.064516,330,0.00053282
0.092160,1.061290,329,0.00052743
0.093160,1.074194,333,0.00052543
0.094160,1.122581,348,0.00056625
0.095160,1.029032,319,0.00056817
0.096160,1.064516,330,0.00056301
0.097160,1.061290,329,0.00055751
0.098160,1.058065,328,0.00055190
0.099160,1.070968,332,0.00054847
0.100160,1.083871,336,0.00055034
0.101160,1.041935,323,0.00054711
0.102160,1.051613,326,0.00054205
0.103160,1.045161,324,0.00053809
0.104160,1.048387,325,0.00053360
0.105160,1.074194,333,0.00053150
0.106160,1.054839,327,0.00052656
0.107160,1.025806,318,0.00053039
0.108160,1.025806,318,0.00053400
0.109160,1.025806,318,0.00053738
0.110160,1.051613,326,0.00053270
0.111160,1.061290,329,0.00052821
0.112160,1.067742,331,0.00052479
0.113160,1.074194,333,0.00052310
0.114160,1.029032,319,0.00052485
0.115160,1.038710,322,0.00052282
0.116160,1.038710,322,0.00052079
0.117160,1.051613,326,0.00051651
0.118160,1.067742,331,0.00051342
0.119160,1.041935,323,0.00051068
0.120233,1.064516,330,0.00050713
0.121233,1.074194,333,0.00050580
0.122233,1.051613,326,0.00050182
0.123233,1.074194,333,0.00050052
0.124233,1.058065,328,0.00049655
0.125233,1.064516,330,0.00049320
0.126233,1.083871,336,0.00049543
0.127233,1.087097,337,0.00049899
0.128233,1.054839,327,0.00049514
0.129233,1.035484,321,0.00049466
0.130233,1.038710,322,0.00049320
0.131233,1.048387,325,0.00048991
0.132233,1.061290,329,0.00048643
0.133233,1.080645,335,0.00048728
0.134233,1.054839,327,0.00048368
0.135233,1.064516,330,0.00048063
0.136233,1.054839,327,0.00047714
0.137233,1.054839,327,0.00047369
0.138233,1.109677,344,0.00049066
0.139233,1.067742,331,0.00048803
0.140233,1.041935,323,0.00048611
0.141233,1.058065,328,0.00048270
0.142233,1.035484,321,0.00048243
0.143233,1.041935,323,0.00048054
0.144233,1.048387,325,0.00047767
0.145233,1.080645,335,0.00047842
0.146233,1.070968,332,0.00047658
0.147233,1.041935,323,0.00047480
0.148233,1.045161,324,0.00047247
0.149233,1.035484,321,0.00047222
0.150233,1.109677,344,0.00048785
0.151233,1.064516,330,0.00048505
0.152233,1.045161,324,0.00048274
0.153233,1.022581,317,0.00048708
0.154233,1.035484,321,0.00048674
0.155233,1.038710,322,0.00048558
0.156233,1.041935,323,0.00048376
0.157233,1.061290,329,0.00048087
0.158233,1.058065,328,0.00047787
0.159233,1.022581,317,0.00048186
0.160304,1.070968,332,0.00048027
0.161304,1.093548,339,0.00048597
0.162304,1.061290,329,0.00048314
0.163304,1.061290,329,0.00048035
0.164304,1.074194,333,0.00047937
0.165304,1.045161,324,0.00047724
0.166304,1.074194,333,0.00047628
0.167304,1.087097,337,0.00047902
0.168304,1.080645,335,0.00047958
0.169304,1.061290,329,0.00047688
0.170304,1.070968,332,0.00047526
0.171304,1.064516,330,0.00047284
0.172304,1.070968,332,0.00047124
0.173304,1.135484,352,0.00050375
0.174304,1.087097,337,0.00050587
0.175304,1.025806,318,0.00050871
0.176304,1.035484,321,0.00050854
0.177304,1.041935,323,0.00050700
0.178304,1.064516,330,0.00050446
0.179304,1.096774,340,0.00051029
0.180304,1.058065,328,0.00050747
0.181304,1.048387,325,0.00050513
0.182304,1.051613,326,0.00050256
0.183304,1.061290,329,0.00049991
0.184304,1.048387,325,0.00049764
0.185304,1.070968,332,0.00049596
0.186304,1.048387,325,0.00049374
0.187304,1.051613,326,0.00049129
0.188304,1.045161,324,0.00048948
0.189304,1.041935,323,0.00048813
0.190304,1.058065,328,0.00048558
0.191304,1.070968,332,0.00048403
0.192304,1.041935,323,0.00048274
0.193304,1.032258,320,0.00048344
0.194304,1.029032,319,0.00048498
0.195304,1.048387,325,0.00048288
0.196304,1.045161,324,0.00048112
0.197304,1.061290,329,0.00047879
0.198304,1.048387,325,0.00047674
0.199304,1.032258,320,0.00047736
0.200367,1.058065,328,0.00047500
0.201367,1.074194,333,0.00047415
0.202367,1.087097,337,0.00047632
0.203367,1.051613,326,0.00047412
0.204367,1.058065,328,0.00047182
0.205367,1.058065,328,0.00046953
0.206367,1.125806,349,0.00049008
0.207367,1.116129,346,0.00050430
0.208367,1.054839,327,0.00050193
0.209367,1.038710,322,0.00050121
0.210367,1.035484,321,0.00050111
0.211367,1.045161,324,0.00049944
0.212367,1.045161,324,0.00049778
0.213367,1.080645,335,0.00049801
0.214367,1.074194,333,0.00049701
0.215367,1.074194,333,0.00049601
0.216367,1.051613,326,0.00049388
0.217367,1.051613,326,0.00049177
0.218367,1.054839,327,0.00048956
0.219367,1.067742,331,0.00048781
0.220367,1.067742,331,0.00048608
0.221367,1.077419,334,0.00048567
0.222367,1.041935,323,0.00048459
0.223367,1.045161,324,0.00048310
0.224367,1.051613,326,0.00048111
0.225367,1.070968,332,0.00047979
0.226367,1.093548,339,0.00048337
0.227367,1.129032,350,0.00050349
0.228367,1.070968,332,0.00050202
0.229367,1.012903,314,0.00050866
0.230367,1.022581,317,0.00051182
0.231367,1.025806,318,0.00051397
0.232367,1.058065,328,0.00051177
0.233367,1.070968,332,0.00051035
0.234367,1.038710,322,0.00050969
0.235367,1.025806,318,0.00051177
0.236367,1.041935,323,0.00051062
0.237367,1.041935,323,0.00050946
0.238367,1.058065,328,0.00050734
0.239367,1.058065,328,0.00050522
0.240439,1.080645,335,0.00050539
0.241439,1.093548,339,0.00050868
0.242439,1.038710,322,0.00050804
0.243439,1.041935,323,0.00050694
0.244439,1.041935,323,0.00050584
0.245439,1.051613,326,0.00050391
0.246439,1.064516,330,0.00050209
0.247439,1.087097,337,0.00050362
0.248439,1.070968,332,0.00050233
0.249439,1.051613,326,0.00050046
0.250439,1.048387,325,0.00049879
0.251439,1.045161,324,0.00049741
0.252439,1.074194,333,0.00049656
0.253439,1.090323,338,0.00049884
0.254439,1.077419,334,0.00049842
0.255439,1.058065,328,0.00049647
0.256439,1.016129,315,0.00050123
0.257439,1.035484,321,0.00050115
0.258439,1.058065,328,0.00049922
0.259439,1.067742,331,0.00049771
0.260439,1.080645,335,0.00049785
0.261439,1.035484,321,0.00049781
0.262439,1.045161,324,0.00049649
0.263439,1.054839,327,0.00049463
0.264439,1.058065,328,0.00049276
0.265439,1.064516,330,0.00049110
