Timestamp_s,Voltage_V,Raw_ADC,Rolling_Variance
0.000021,1.038710,322,0.00000000
0.001021,1.038710,322,0.00000000
0.002021,1.080645,335,0.00039080
0.003021,1.012903,314,0.00058988
0.004021,1.038710,322,0.00047451
0.005021,1.038710,322,0.00039687
0.006021,1.051613,326,0.00035295
0.007021,1.041935,323,0.00030892
0.008021,1.058065,328,0.00029779
0.009021,1.048387,325,0.00026941
0.010088,1.041935,323,0.00024561
0.011088,1.032258,320,0.00023673
0.012088,1.003226,311,0.00033397
0.013088,1.035484,321,0.00031175
0.014088,1.029032,319,0.00029858
0.015088,1.035484,321,0.00028079
0.016088,1.041935,323,0.00026472
0.017088,1.061290,329,0.00027543
0.018088,1.029032,319,0.00026750
0.019088,1.016129,315,0.00028096
0.020152,1.064516,330,0.00029778
0.021152,1.035484,321,0.00028511
0.022152,1.038710,322,0.00027275
0.023152,1.093548,339,0.00037721
0.024152,1.022581,317,0.00037651
0.025152,1.045161,324,0.00036262
0.026152,1.058065,328,0.00035919
0.027152,1.029032,319,0.00035210
0.028152,1.019355,316,0.00035625
0.029152,1.025806,318,0.00035153
0.030215,1.025806,318,0.00034667
0.031215,1.016129,315,0.00035273
0.032215,1.035484,321,0.00034241
0.033215,1.070968,332,0.00036168
0.034215,1.025806,318,0.00035682
0.035215,1.019355,316,0.00035781
0.036215,1.061290,329,0.00036134
0.037215,0.996774,309,0.00039859
0.038215,1.022581,317,0.00039460
0.039215,1.077419,334,0.00042268
0.040277,1.070968,332,0.00043676
0.041277,1.054839,327,0.00043166
0.042277,1.041935,323,0.00042170
0.043277,1.029032,319,0.00041486
0.044277,1.019355,316,0.00041479
0.045277,1.032258,320,0.00040687
0.046277,1.090323,338,0.00045249
0.047277,1.041935,323,0.00044311
0.048277,1.022581,317,0.00044041
0.049277,1.016129,315,0.00044279
0.050341,1.025806,318,0.00043774
0.051341,1.032258,320,0.00043025
0.052341,1.035484,321,0.00042238
0.053341,1.074194,333,0.00043698
0.054341,1.012903,314,0.00044187
0.055341,1.038710,322,0.00043399
0.056341,1.051613,326,0.00042902
0.057341,1.009677,313,0.00043664
0.058341,1.016129,315,0.00043790
0.059341,1.045161,324,0.00043132
0.060406,1.019355,316,0.00043025
0.061406,1.041935,323,0.00042352
0.062406,1.054839,327,0.00042102
0.063406,1.070968,332,0.00043050
0.064406,1.019355,316,0.00042982
0.065406,0.993548,308,0.00045394
0.066406,1.029032,319,0.00044839
